"Country","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"NETHERLANDS",NA,NA,NA,NA,NA,NA,NA,31,33,53,67,82,101,123,118,109,99,108,106,86,65.18082192,89.41643836,70.50684932,62.68336066,59.75616438,54.9890411,52.29150685,48.51147541,47.40273973,62.93424658,62.48652603,93.92238525,81.52674521,74.56816986,86.27229315,68.70740328,61.08569452,60.35758904,68.00412603,83.55896776,78.51276575,90.76992055,85.84010959,62.12827416,66.79251454,65.57215381,71.46230758,90.77545185,91.85766304,88.15173709,85.46983646,NA
"NETHERLANDS ANTILLES",NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,-0.04836074,0.7,0.4,-0.2,-0.5,-1.2,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.029,-0.585,-0.738,0.531,0.634,-0.356,1.4944,0.8574,0.7974,-0.171,0.5589,0.7188,0.6971,0.7261,0.7347,0.7451,0.7044,0.770369905,0.759679481,0.777562806,NA
"NEW CALEDONIA",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"NEW ZEALAND",NA,NA,NA,NA,NA,NA,NA,9,12,17,18,20,24,43,44,53,57,59,58,58,72.56438356,71.88493151,47.18356164,53.00546448,66.76164384,54.40547945,50.39726027,44.57377049,41.16164384,38.48219178,28.81917808,42.92073224,27.04530137,26.32956712,48.03244932,65.28343989,60.72183562,62.71216301,55.24430685,51.44643388,45.15045342,51.49299863,52.86903151,45.85207596,26.84800959,25.82241096,22.25704932,19.57047268,19.7372892,18.12535558,19.66244883,NA
"NICARAGUA",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.2,-0.2,-0.2,-0.2,-0.2,-0.1,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.436,-0.367,-0.412,-0.377,0.587,0.663,-0.161,-0.05,0.038,0.012,0.016,-0.196,-0.018,-0.198,-0.001,-0.003,0.008,-0.009983554,-0.00706766,-0.011942158,NA
"NIGER",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6.747508767,20.3562,20.4775,20.4552,14.3854,13.3738,13.34567,12.3939,11.3995,9.87486776,8.412987018,8.407233066,6.416819604,NA
"NIGERIA",2053.846575,2255.10137,1783.060274,2067.04918,2084.942466,1896.978082,2301.909589,2054.833333,1433.19726,1294.980822,1241.150685,1387.923497,1494.791781,1467.024658,1340.69589,1450.054645,1715.950685,1810.000438,1891.800353,1942.566087,2022.810959,2012.725479,2038.513699,2254.092896,2382.326575,2183.170479,2058.750663,2160.106557,2222.712329,2115.775342,2285.761745,2485.725803,2549.026575,2423.036504,2305.446915,2168.724991,2211.658888,2461.650497,2527.378885,2510.85429,2361.259708,2405.432482,2234.319793,1937.502927,2019.198264,1977.490931,2009.66278,1854.050759,1601.047696,1369.920442,1517.096572,NA
"NIUE",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"NORTH KOREA",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.6,0.6,0.4,0.5,0.6,0.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141,0.121,0.093,0.118,0.118,0.07787,0.1163,0.1104,0.1093,0.1155,0.1068,0.1062,0.103,0.1073,0.1086,0.1109,0.1049,0.114713894,0.113132279,0.115795522,NA
"NORTH MACEDONIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.078,-0.045,-0.044,-0.066,-0.093,-0.125,0.023,0.0182,0.0776,0.11008,0.1407795,0.231,0.236,0,0,0,0,0,0,0,NA
"NORTHERN MARIANA ISLANDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NORWAY",31.9999863,34.99996986,188.999874,278.9999781,280.0000329,355.9999644,403.000074,485.8109262,474.4581123,492.3459425,614.9615123,707.2940137,772.5960959,841.4901096,982.4860274,1113.090066,1482.603088,1630.008038,1870.865055,2131.884817,2376.512329,2684.921879,2893.232321,3222.535161,3263.167433,3122.167578,3122.399167,3330.786281,3402.935934,3321.884479,3252.52051,3188.236522,2971.795693,2782.334764,2560.181753,2464.243686,2351.450164,2142.165977,2046.474723,1922.146316,1842.196047,1892.672867,1952.356778,1999.399925,1974.959595,1858.066225,1742.762586,2007.167076,2030.847538,1906.927771,2024.711694,NA
"OMAN",NA,NA,NA,NA,NA,NA,NA,284,321,326,377,417,502,563,587,622,650,693,706,744,784.1369863,817.9121123,867.3168,887.9782923,903.971589,900.0465753,904.4794521,957.9021858,958.7784932,900.0052329,821.6695068,780.9908142,774.9883288,738.225389,711.0852959,759.8234344,818.7361616,869.3799342,891.3768123,924.3659087,944.9417781,951.4898411,989.4494397,1012.471485,978.946526,987.3099712,979.9821822,958.2885962,980.2050718,1072.620631,1057.327353,NA
"PAKISTAN",NA,NA,NA,NA,NA,NA,NA,11,11,13,14,18,36,42,42,45,48,62,63,64,58.99178082,57,54,58,56,55,56,57.581,63.522,64.238,61.969,70.468,87.48959178,91.8819863,93.25757534,68.10857923,66.86328082,69.15895047,70.3912,75.3825,85.3208,98.3536,93.29669863,88.60573224,105.7286164,106.6526027,102.0420822,91.21889617,99.53944767,100.0417153,100.0144485,NA
"PALESTINIAN TERRITORIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"PANAMA",NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,-0.4,-0.5,-0.2,-0.1,-0.1,-0.6,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.305,0.685,0.262,0.446,0,0,0,0,0,0,0,NA
"PAPUA NEW GUINEA",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,53,126.2328767,133.5041096,103.7167671,106.355582,80.00547945,78.93863014,88.4,64,60,48.29315068,48.81643836,42.1777377,53.71341096,48.75189041,38.6810137,41.45779126,39.68464521,30.93462055,29.29094384,27.44390109,30.54651644,49.38694466,57.56572986,56.05422328,50.48460452,35.67905671,35.42040863,39.42060005,37.04303375,34.44429354,32.13979066,NA
"PARAGUAY",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.064160212,0.067812084,0.071955053,0.077138443,0.1,0.07407326,7.68577e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,0.627,0.8,1.1,1.7,2.2,2.45,2.639,2.945,3.313,3.571,4.837,4.687,5.697,6.893,8.97,8.97,2,2,2,NA
"PERU",NA,NA,NA,NA,NA,NA,NA,200,199,201,174,187,193,177,162,140,129,128,114,115,126.690411,127.1104877,122.8958904,121.0663497,119.1534247,118.6520548,110.941326,104.0065082,102.1205479,98.00245479,100.3496329,98.77430328,117.1681342,124.0444466,118.6269808,121.7413781,148.5431068,159.6031027,158.1080178,158.9781563,173.557037,178.4417699,154.680563,141.2245011,140.5058562,139.8882616,145.4749962,130.2249077,125.355086,123.0119828,120.9813689,NA
"PHILIPPINES",NA,NA,NA,NA,NA,NA,NA,16,3,9,14,13,10,7.9,5.5,5.9,4.7,3.8,2.6,7.3,10,5,3,1,0.8,0.8,0.75199726,0.938961749,11.4369863,13.72743288,20,17.407,17.771,17.287,18.767,27.15489454,39.2305,37.2208,38.4173,35.0211,40.7287,44.7374,34.73208767,31.9472,16.5462,15.5966,14.6575,14.40152842,14.75805085,14.667397,14.74426735,NA
"POLAND",NA,NA,NA,NA,NA,NA,NA,8,8,5.5,5,5.8,5.8,6.4,5.7,5.7,4.4,4.5,5.1,6.6,4.753424658,6.550410959,7.290350685,7.844300546,7.375309589,7.378109589,9.345380822,14.53281421,17.39451781,16.49855616,16.2163726,34.88394536,33.15803288,31.84801644,32.149,35.96833497,33.04660548,37.64778904,36.07487123,43.14313934,52.91005753,53.55613425,51.67663836,50.84192514,31.69176712,41.21045479,40.31052329,38.88022732,35.82006107,32.98115519,33.48917769,NA
"PORTUGAL",NA,NA,NA,NA,NA,NA,NA,-2.6,-2.3,-3.1,-2.8,-1.4,-0.8,-0.4,-0.4,0.3,-0.4,-0.3,-0.9,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.849,4.052,5.252657534,5.494605479,7.323098361,4.8217,10.1438,10.8888,8.6861,10.9772,11.0044,10.8307,10.57999178,11.5062148,11.49170471,11.176501,11.9508,12.31683968,12.25747398,12.36219226,NA
"PUERTO RICO",NA,NA,NA,NA,NA,NA,NA,0,-1,-2,-1,2.4,-1,-1,1,1,0.8,1.8,2.8,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.354,1.349,0.085,1.328,0.663,0.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"QATAR",570.4520548,517.769863,437.9506849,497.0846995,445.0356164,486.9863014,508.0739726,471.7786885,405.2164384,329.8767123,294.9452055,394.3715847,301.4794521,307.9890411,293.0520548,345.9398907,380.1150685,406.0001068,395.0003616,395.7103825,470.6986301,466.3150685,522.1780822,569.1721311,705.2739726,750.9726027,764.2739726,860.147541,881.0273973,868.7808219,1041.342466,1184.380087,1227.50563,1284.368288,1332.485329,1484.22012,1474.722659,1676.322333,1821.894988,2013.383416,2008.983729,1919.694196,1862.594523,1845.053294,1791.868903,1821.307067,1744.521236,1766.367796,1822.418328,1857.40701,1858.385081,NA
"REUNION",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"ROMANIA",NA,NA,NA,NA,NA,NA,NA,252,255,256,255,252,235,233,227,203,190,167,146,147,144.1780822,144.2814466,144.6792849,143,141.6592849,135.538,133.0491644,131.2336175,131.1437836,127.6180082,123.3780822,129.6289016,124.6364274,117.4862411,119.8139562,116.4718066,111.0113041,104.745863,104.4472397,100.3993863,102.5685247,102.3820712,99.72509452,93.41093607,89.43476164,88.44007397,88.36667808,86.06787268,84.27429201,80.14514128,77.48181215,NA
"RUSSIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7631.937156,6793.047123,6415.076732,6201.765901,6042.251811,6126.107211,6065.316712,6098.556438,6526.82909,7060.512216,7741.053973,8581.191011,9386.922847,9646.974608,9733.762647,10037.74336,9874.280672,10047.46384,10288.29318,10408.9233,10596.19849,10765.58755,10853.31777,11034.93989,11244.6453,11230.70862,11384.51933,11473.70715,10495.99738,10776.71789,10973.75687,10754.23159,NA
"RWANDA",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SAINT HELENA",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SAINT KITTS AND NEVIS",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SAINT LUCIA",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SAINT PIERRE AND MIQUELON",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SAINT VINCENT/GRENADINES",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SAMOA",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SAO TOME AND PRINCIPE",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SAUDI ARABIA",7596.136986,8479.887671,7075.073973,8576.967213,9245.019178,8300.712329,9531.956164,9900.15847,9814.947945,6482.991781,5085.89589,4663.202186,3387.821918,4870.016438,4264.991781,5085.95082,5064.156164,6410.003595,8114.995863,8332.19425,8880.041096,8885.531507,8921.506849,8912.95082,9130.726027,9174.054795,8554.091521,9068.011066,8798.454753,8557.356726,9975.9,10214.10369,10932.96093,10773.04936,10304.24986,11428.34133,10314.09165,9748.230344,11017.79516,11490.27136,11272.06727,11334.20971,11763.09706,12170.17616,11832.44237,12113.91229,11466.68564,10846.0002,10835.34069,12143.80663,11133.34925,NA
"SENEGAL",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,-0.1,-0.2,-0.1,-0.2,-0.094967781,-0.063039232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.059,-0.039,-0.013,-0.065,-0.0777,-0.0277,0.03312,0.01309,-0.0542,-0.0341,-0.0226,-0.0248,-0.0241,-0.0251,-0.0254,-0.0265,-0.0251,-0.027406808,-0.027069783,8.780514861,NA
"SERBIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.948,16.857,18.4502,19.7901,22.0376,19.64022192,18.06906776,19.99129041,19.39345616,22.99586712,22.6169,19.6839,18.704,18.7282,17.93585683,16.98580332,15.9315541,15.01653831,NA
"SEYCHELLES",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SIERRA LEONE",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.011454089,-0.053872052,-0.039785906,-0.038228704,-0.037980268,-0.037570127,-0.007391254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,0.003,0.029,0.025,0.03165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SINGAPORE",NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,-6.2,1.1,-5.7,-6.6,-6,-1.9,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.836,8.573,9.967,11.608,22.668,17.9403,20.2729,31.2596,35.8818,31.8839,35.9443,30.9931,31.6106,19.0121,19.2382,19.5112,18.444,20.17173396,19.89143716,20.35969443,NA
"SLOVAKIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.35070137,1.504068493,1.442718579,1.29049589,1.172838356,1.328838356,1.169628415,1.266260274,6.466271233,5.978405479,10.98956557,8.19969863,8.030276712,7.484356164,10.50206885,7.054424658,12.135,9.9877,8.9624,10.9507,10.6264,11.7328,11.8556,9.46889726,6.582420548,5.751160274,5.908251913,6.362793499,6.994264655,9.477128177,NA
"SLOVENIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0.105,0.105,0.105,0.165,0.145,0.375,0.015,0.025,0.035,0.005,0.005,0.005,0,0,0,0,0.004958904,0,0,NA
"SOLOMON ISLANDS",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SOMALIA",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.2,0.1,0.1,0.1,0.1,0.059655704,0.053806178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"SOUTH AFRICA",NA,NA,NA,NA,NA,NA,NA,0,4,20,55,55,60,67,72,67,77,77,77,140,130.5041096,175.032,185.032,187.5401967,199.6243288,196.9187808,199,199,194,205.8573973,191.9303096,234.1745,223.2924877,220.084263,214.1156685,193.1401667,180.7872,178.2618507,179.4813,177.5768683,177.8341219,161.0005,120.8933,115.5072,119.3687178,114.8799562,117.5916822,100.3847022,117.6615291,110.3739352,108.6084512,NA
"SOUTH KOREA",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-13,-9,-8.1,-7.4,-9.6,-12,-9.8,-21,-24,NA,NA,NA,NA,5.600123288,7.890561644,8.660389041,13.00002186,11.61633973,10.60544658,10.13697534,16.97824317,16.87824932,20.39567671,29.45200548,40.54266885,49.81304384,59.2443,58.6685,70.9583,71.5391,81.0593,90.9555,89.905,88.31667808,93.58673699,96.89979452,99.00579071,108.1516268,108.238793,108.9481652,NA
"SOUTH SUDAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.81160656,115.7700027,147.7629151,152.6388027,152.4590164,150.1247658,155.7925489,157.1103015,162.5308585,157.122142,155.1095863,146.210147,NA
"SPAIN",NA,NA,NA,NA,NA,NA,NA,13,3.9,13,46,37,40,47,44,46,39,37,42,43,24.86575342,20.80826575,17.36721644,10.24590164,7.504109589,10.64109589,5.997260274,4.666666667,6.931506849,6.410958904,6.597260274,37.14136612,37.84040274,38.10426027,28.35773973,26.54206667,26.1000863,50.44230274,47.44892329,47.93823224,64.8023863,64.23621507,62.52895479,60.42126667,76.81724932,76.44153425,76.43326712,74.60522787,76.70292668,76.19299686,76.91276342,NA
"SRI LANKA",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.3,-0.4,-0.4,-0.3,-0.3,-0.4,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.508,-0.554,-0.424,-0.637,-0.579,-0.535,-0.468,-0.268,-0.455,-0.526,-0.341,-0.248,-0.241,-0.251,-0.254,-0.257,-0.243,-0.265851189,-0.262070008,-0.268239286,NA
"SUDAN",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-0.2,-0.1,-0.017884638,0.017677594,0.018180149,-0.3,0.1,NA,NA,NA,2.308743169,5.383561644,10,69.83561644,176.6754098,207.9217973,240.7800438,265.1232877,303.7852842,307.8839452,348.3004712,479.1379644,479.7476464,485.6588548,488.1421397,454.814674,94.48378087,136.2332397,116.0149384,110.5108342,107.3055847,104.075646,69.05250314,71.62329834,65.26778269,63.38777145,66.68771719,69.85359433,NA
"SURINAME",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,2,2,3,4,3.9,3.5,5,5,5.58630137,7.005479452,9,8,9.504109589,10,10,10,10,11,11.461,11.439,12.419,13.425,15.29010383,15.497,14.925,15.636,15.51233333,14.622,14.795,15.536,15.55,15.531,15.525,15.519,15.0727623,14.27260384,13.55809826,13.23233265,NA
"SWEDEN",NA,NA,NA,NA,NA,NA,NA,-6.2,-4.3,-3.4,-3.7,0.057939891,0.3,2,2.5,2.4,1.6,1.6,0.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.608,3.95,5.27,7.272,8.9956,10.5588,10.3125,10.3305,10.253,8.8059,11.5354,12.6139,12.5772,16.5955,14.5223,13.2469,13.1019,13.3366516,13.29855652,13.36582846,NA
"SWITZERLAND",NA,NA,NA,NA,NA,NA,NA,1.1,1.3,1.1,1.1,1.3,1.6,1.7,1.6,1.4,1.2,1.2,1.4,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.361,3.322,3.955,3.504,3.6055,3.3688,3.117,2.994,2.4974,3.0225,2.9982,1.8899,1.1427,1.2755,1.3344,1.1922,1.1408,1.224109863,1.21062919,1.234401757,NA
"SYRIA",NA,NA,NA,NA,NA,NA,NA,164,166,160,167,170,178,190,226,260,337,385,491,478,576.7671233,592.506,622.464,602.118,593.158,593.518,595.815,572.519,612.5796027,676.6782466,651.575,483.988,444.63,418.721,400.964,400.5106038,400.4977753,416.4619616,370.3153425,167.7085082,73.22091781,30.79821918,36.399,35.11366667,24.383,30.76847945,37.34,54.4583224,79.08665331,93.87177581,98.63527898,NA
"TAIWAN",NA,NA,NA,NA,NA,NA,NA,9,10,8,8,8,6,-2.2,0.07149449,-2.7,-5.3,-5.4,-6.1,-4.6,2,1,1,1,1,1,1,1,1,0.882309589,0.788558904,10.56285519,15.71919452,20.704,26.283,15.5049,24.7877,23.6187,20.1726,22.6993,25.8934,25.4352,23.6072,22.2658,23.7574,24.0301,24.3594,23.0721,25.15603805,24.81791608,25.38270127,NA
"TAJIKISTAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,1,0.797,0.598,0.52,0.5,0.4,0.4,0.326,0.309,0.352,0.355,0.334512329,0.302936986,0.276271233,0.238120169,0.222320521,0.219246,0.21909,0.191845902,0.192,0.19821,0.176186438,0.17474,0.31052,0.31045,0.31037,0.31068,0.310181464,0.3102625,0.31110982,NA
"TANZANIA",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.016621716,0.078247361,0.032023837,-0.2,-0.2,-0.1,-0.001815329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"THAILAND",NA,NA,NA,NA,NA,NA,NA,1.3,2.3,12,18,30,53,52,49,53,51,58,61,67,67.83013699,108.66,104.378,136.683,141.9893151,149.1848548,156.8835973,194.0845929,205.9136712,222.5673041,255.3222986,273.5348415,308.6528411,342.8583233,360.5519534,387.1779623,410.7629836,420.153663,445.0469096,485.4705628,492.7751836,493.0398425,514.380763,524.6818902,536.3401732,519.5000699,525.0202082,488.6319186,460.5980474,420.9598678,411.19678,NA
"THE BAHAMAS",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"TIMOR-LESTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.91544536,89,107,93,102,98,88,100,108,70,45,45,30,21,15,23,14,12,10,5,NA
"TOGO",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"TONGA",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"TRINIDAD AND TOBAGO",NA,NA,NA,NA,NA,NA,NA,214,243,183,163,173,178,166,156,156,153,149,152,140,124.5671233,142,142,141,134.5753425,133.6270301,140.9793836,138.0474481,133.9970712,153.9327068,163.4553178,151.017377,170.5047863,180.1523315,156.6285096,156.634582,152.9076877,145.6699274,114.7376521,105.5115956,103.4503671,101.5181644,96.19172055,97.22876721,99.28320685,87.97980267,82.81268297,76.62429173,81.62328915,78.75860794,73.2252173,NA
"TUNISIA",NA,NA,NA,NA,NA,NA,NA,110,118,120,120,120,114,111,109,108,110,98,109,114,102,94,92,89,81,85,84,78,73.25,76,68,71.89314208,72.748,70.802,97.584,85.50711202,81.0108137,78.86956027,67.14014247,65.82928689,63.72494521,53.19926027,39.716,41.725,42.41320548,40.38802192,37.70013796,34.79866393,42.0223862,36.44648465,34.53160208,NA
"TURKIYE",NA,NA,NA,NA,NA,NA,NA,41,44,46,41,40,40,45,48,46,53,70,85,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.92776503,45.7925863,44.49109589,45.9386411,48.43869945,53.60037945,55.5984863,54.6154863,55.9519306,55.56913562,55.67153288,61.16018904,62.81476776,65.38740274,70.33589452,75.1225589,78.42659945,84.39849594,86.92746085,97.23484586,NA
"TURKMENISTAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,80.22191781,73.5,76.5,88.43715847,116.9964384,150.9767123,157.4191589,158.1885246,176.6561644,189.1766986,212.1483699,207.311071,210.843,186.74,205.184,189.3307628,197.5531192,215.5852471,225.4430959,246.2273104,255.7982119,263.1664541,277.8971932,265.5220885,270.1240067,269.1559362,251.5153767,240.0108465,252.7299807,255.0183787,274.6796156,NA
"TURKS AND CAICOS ISLANDS",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"TUVALU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"U.S. PACIFIC ISLANDS",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
